Order_ID,Order_Date,Customer_ID,Customer_Type,Product,Category,Region,Sales_Channel,Quantity,Unit_Price_NGN,Unit_Cost_NGN,Discount_%,Revenue_NGN,Cost_NGN,Profit_NGN,Profit_Margin_%,Payment_Method
ORD-06208,2025-10-05,CUST-0974,New,Sneakers,Fashion,South South,Physical Store,1,47500,30200,0.16,39900,30200,9700,24.31,Cash
ORD-06170,2025-10-05,CUST-0156,New,Air Fryer,Home Appliances,North West,Physical Store,1,78400,55700,0.26,58016,55700,2316,3.99,USSD
ORD-06391,2025-10-05,CUST-1591,New,Backpack,Fashion,South South,Physical Store,3,35600,22400,0.15,90780,67200,23580,25.97,Card
ORD-04043,2025-10-05,CUST-0315,New,Power Bank,Electronics,South South,Physical Store,2,17600,11500,0.2,28160,23000,5160,18.32,Cash
ORD-01204,2025-10-05,CUST-1570,Returning,Wireless Earbuds,Electronics,North West,Physical Store,3,32400,21000,0.14,83592,63000,20592,24.63,Card
ORD-05284,2025-10-05,CUST-1108,Returning,Blender,Home Appliances,North West,Social Media,1,53200,36400,0.18,43624,36400,7224,16.56,Cash
ORD-03145,2025-10-06,CUST-0493,Returning,Rice Cooker,Home Appliances,South South,Physical Store,1,50300,34700,0.13,43761,34700,9061,20.71,USSD
ORD-03906,2025-10-06,CUST-1022,Returning,Power Bank,Electronics,North Central,Physical Store,3,17900,11400,0.17,44571,34200,10371,23.27,Bank Transfer
ORD-06536,2025-10-06,CUST-0886,Returning,Standing Fan,Home Appliances,South South,Online,1,66600,46000,0.16,55944,46000,9944,17.77,Cash
ORD-04629,2025-10-06,CUST-0119,New,Premium Smartphone,Electronics,South West,Physical Store,2,182300,138000,0.2,291680,276000,15680,5.38,Bank Transfer
ORD-06026,2025-10-06,CUST-1180,New,Budget Smartphone,Electronics,South South,Physical Store,2,82700,61200,0.26,122396,122400,-4,-0.0,Bank Transfer
ORD-06235,2025-10-06,CUST-0046,Returning,Rice Cooker,Home Appliances,South East,Social Media,4,52500,34400,0.19,170100,137600,32500,19.11,Bank Transfer
ORD-03112,2025-10-06,CUST-1592,Returning,Air Fryer,Home Appliances,North West,Online,3,77800,53400,0.35,151710,160200,-8490,-5.6,Cash
ORD-04733,2025-10-06,CUST-1516,Returning,Premium Smartphone,Electronics,North Central,Physical Store,2,191100,134400,0.21,301938,268800,33138,10.98,Bank Transfer
ORD-07309,2025-10-06,CUST-0005,Returning,Power Bank,Electronics,North West,Online,3,18000,11500,0.23,41580,34500,7080,17.03,Bank Transfer
ORD-07142,2025-10-06,CUST-0004,New,Rice Cooker,Home Appliances,South South,Online,4,51600,35600,0.17,171312,142400,28912,16.88,Bank Transfer
ORD-05571,2025-10-06,CUST-0641,New,Bluetooth Speaker,Electronics,North Central,Online,1,42800,30000,0.13,37236,30000,7236,19.43,Bank Transfer
ORD-02843,2025-10-06,CUST-0276,New,Electric Kettle,Home Appliances,South West,Social Media,1,30500,19800,0.21,24095,19800,4295,17.83,Card
ORD-00714,2025-10-06,CUST-0771,New,Backpack,Fashion,North West,Online,3,34000,22200,0.07,94860,66600,28260,29.79,Bank Transfer
ORD-04772,2025-10-06,CUST-0446,Returning,Hoodie,Fashion,South West,Physical Store,1,41900,26400,0.13,36453,26400,10053,27.58,Bank Transfer
ORD-07301,2025-10-06,CUST-1326,New,Sneakers,Fashion,South South,Physical Store,2,47800,30400,0.08,87952,60800,27152,30.87,Bank Transfer
ORD-00207,2025-10-06,CUST-0758,New,Power Bank,Electronics,North West,Online,4,17300,11100,0.13,60204,44400,15804,26.25,Cash
ORD-01134,2025-10-06,CUST-1308,Returning,Wireless Earbuds,Electronics,South West,Online,2,31300,20700,0.16,52584,41400,11184,21.27,USSD
ORD-02281,2025-10-06,CUST-1059,Returning,Bluetooth Speaker,Electronics,South West,Physical Store,2,45600,30000,0.13,79344,60000,19344,24.38,Cash
ORD-07497,2025-10-06,CUST-1518,New,Rice Cooker,Home Appliances,South South,Online,1,51300,34100,0.17,42579,34100,8479,19.91,USSD
ORD-04841,2025-10-06,CUST-0180,Returning,Hoodie,Fashion,South West,Online,1,43000,26600,0.12,37840,26600,11240,29.7,Bank Transfer
ORD-05319,2025-10-06,CUST-1119,New,Standing Fan,Home Appliances,South East,Social Media,3,68300,46000,0.17,170067,138000,32067,18.86,Card
ORD-01275,2025-10-06,CUST-0590,Returning,Premium Smartphone,Electronics,South East,Physical Store,2,182100,139500,0.29,258582,279000,-20418,-7.9,USSD
ORD-04576,2025-10-06,CUST-1303,New,Bluetooth Speaker,Electronics,South South,Physical Store,1,46500,29900,0.3,32550,29900,2650,8.14,Cash
ORD-02783,2025-10-06,CUST-0352,Returning,Rice Cooker,Home Appliances,South East,Online,4,49400,33800,0.29,140296,135200,5096,3.63,Cash
ORD-02176,2025-10-06,CUST-1717,Returning,Power Bank,Electronics,South South,Online,1,17600,11300,0.1,15840,11300,4540,28.66,Card
ORD-04080,2025-10-06,CUST-0653,New,Premium Smartphone,Electronics,South South,Online,3,187200,144600,0.08,516672,433800,82872,16.04,Cash
ORD-01671,2025-10-06,CUST-0107,Returning,Rice Cooker,Home Appliances,South West,Physical Store,1,49800,34900,0.33,33366,34900,-1534,-4.6,Card
ORD-04423,2025-10-06,CUST-0948,Returning,Blender,Home Appliances,South East,Physical Store,1,54300,36900,0.26,40182,36900,3282,8.17,Cash
ORD-04636,2025-10-06,CUST-1208,New,Premium Smartphone,Electronics,South West,Physical Store,2,186800,143900,0.32,254048,287800,-33752,-13.29,Bank Transfer
ORD-00742,2025-10-06,CUST-1163,Returning,Blender,Home Appliances,North Central,Online,2,55100,36400,0.16,92568,72800,19768,21.36,Bank Transfer
ORD-04289,2025-10-06,CUST-1070,New,Wireless Earbuds,Electronics,South South,Physical Store,3,32300,21000,0.1,87210,63000,24210,27.76,Bank Transfer
ORD-02943,2025-10-06,CUST-0139,Returning,Blender,Home Appliances,North West,Physical Store,1,56700,36300,0.08,52164,36300,15864,30.41,Bank Transfer
ORD-04846,2025-10-07,CUST-1327,New,Budget Smartphone,Electronics,North Central,Online,1,83400,62700,0.13,72558,62700,9858,13.59,Cash
ORD-00489,2025-10-07,CUST-0180,New,Rice Cooker,Home Appliances,South West,Online,5,50600,35000,0.12,222640,175000,47640,21.4,USSD
ORD-00657,2025-10-07,CUST-0339,Returning,Sneakers,Fashion,North West,Physical Store,4,48300,30500,0.15,164220,122000,42220,25.71,Cash
ORD-05488,2025-10-07,CUST-1563,Returning,Blender,Home Appliances,South East,Social Media,2,53400,37300,0.19,86508,74600,11908,13.77,Bank Transfer
ORD-01822,2025-10-07,CUST-0555,New,Rice Cooker,Home Appliances,South South,Online,1,52600,34100,0.18,43132,34100,9032,20.94,Bank Transfer
ORD-02107,2025-10-07,CUST-1605,New,Rice Cooker,Home Appliances,South East,Online,1,52500,35000,0.12,46200,35000,11200,24.24,Card
ORD-03187,2025-10-07,CUST-0083,New,Wireless Earbuds,Electronics,North West,Online,1,31900,20600,0.23,24563,20600,3963,16.13,Bank Transfer
ORD-00423,2025-10-07,CUST-1576,New,Budget Smartphone,Electronics,North West,Online,2,82800,61800,0.22,129168,123600,5568,4.31,USSD
ORD-06086,2025-10-07,CUST-0315,returning,Fitness Band,Wearables,South South,Physical Store,3,37900,24800,0.09,103467,74400,29067,28.09,Cash
ORD-04286,2025-10-07,CUST-0066,New,Standing Fan,Home Appliances,North Central,Online,2,71500,45200,0.06,134420,90400,44020,32.75,Card
ORD-05635,2025-10-07,CUST-0600,Returning,Power Bank,Electronics,South West,Physical Store,2,17700,11700,0.25,26550,23400,3150,11.86,USSD
ORD-07162,2025-10-07,CUST-0193,Returning,Premium Smartphone,Electronics,South East,Physical Store,2,181100,135500,0.04,347712,271000,76712,22.06,Card
ORD-04747,2025-10-07,CUST-1085,New,Air Fryer,Home Appliances,South South,Social Media,1,81100,56500,0.1,72990,56500,16490,22.59,Card
ORD-02174,2025-10-07,CUST-0320,New,Hoodie,Fashion,South West,Physical Store,1,41500,27100,0.16,34860,27100,7760,22.26,Bank Transfer
ORD-07040,2025-10-07,CUST-1704,Returning,Backpack,Fashion,South South,Social Media,1,34700,22800,0.28,24984,22800,2184,8.74,Card
ORD-04349,2025-10-07,CUST-1180,Returning,Premium Smartphone,Electronics,South West,Physical Store,3,185300,138300,0.06,522546,414900,107646,20.6,Bank Transfer
ORD-04053,2025-10-07,CUST-1790,New,Electric Kettle,Home Appliances,South West,Physical Store,1,30000,19300,0.15,25500,19300,6200,24.31,Bank Transfer
ORD-03582,2025-10-07,CUST-1211,New,Bluetooth Speaker,Electronics,North West,Physical Store,1,46300,30500,0.32,31484,30500,984,3.13,USSD
ORD-00128,2025-10-07,CUST-1082,New,Budget Smartphone,Electronics,North West,Online,1,86400,62200,0.16,72576,62200,10376,14.3,Bank Transfer
ORD-04278,2025-10-07,CUST-0314,Returning,Backpack,Fashion,North Central,Physical Store,1,34400,21900,0.07,31992,21900,10092,31.55,Cash
ORD-03203,2025-10-08,CUST-0260,Returning,Blender,Home Appliances,South South,Online,1,55200,35700,0.1,49680,35700,13980,28.14,Bank Transfer
ORD-05698,2025-10-08,CUST-1510,Returning,Sneakers,Fashion,South West,Online,1,48800,30700,0.11,43432,30700,12732,29.31,Bank Transfer
ORD-05182,2025-10-08,CUST-1116,Returning,Budget Smartphone,Electronics,South West,Online,2,82600,63000,0.09,150332,126000,24332,16.19,Bank Transfer
ORD-02937,2025-10-08,CUST-1566,Returning,Bluetooth Speaker,Electronics,North West,Online,2,44700,30100,0.24,67944,60200,7744,11.4,Bank Transfer
ORD-02121,2025-10-08,CUST-0376,New,Hoodie,Fashion,South East,Online,1,41300,26900,0.15,35105,26900,8205,23.37,Cash
ORD-00320,2025-10-08,CUST-1429,Returning,Backpack,Fashion,South South,Physical Store,2,35200,22500,0.17,58432,45000,13432,22.99,Card
ORD-04709,2025-10-08,CUST-1255,New,Power Bank,Electronics,South East,Online,1,17100,11400,0.29,12141,11400,741,6.1,Bank Transfer
ORD-04083,2025-10-08,CUST-0678,New,Air Fryer,Home Appliances,South South,Online,1,81100,52300,0.14,69746,52300,17446,25.01,Bank Transfer
ORD-03247,2025-10-08,CUST-0997,New,Hoodie,Fashion,North Central,Social Media,1,42800,26900,0.19,34668,26900,7768,22.41,Card
ORD-03678,2025-10-08,CUST-0320,Returning,Hoodie,Fashion,South South,Physical Store,2,43300,27100,0.13,75342,54200,21142,28.06,Cash
ORD-01148,2025-10-08,CUST-0302,Returning,Blender,Home Appliances,South West,Online,2,56900,34600,0.15,96730,69200,27530,28.46,Bank Transfer
ORD-06033,2025-10-08,CUST-1233,Returning,Backpack,Fashion,South East,Social Media,3,35400,22500,0.18,87084,67500,19584,22.49,Bank Transfer
ORD-00089,2025-10-08,CUST-1258,New,Budget Smartphone,Electronics,North Central,Physical Store,2,86300,59800,0.05,163970,119600,44370,27.06,Bank Transfer
ORD-01775,2025-10-08,CUST-1048,Returning,Sneakers,Fashion,South West,Online,1,47500,29200,0.24,36100,29200,6900,19.11,Card
ORD-01870,2025-10-09,CUST-0253,Returning,Blender,Home Appliances,South South,Physical Store,1,53900,37100,0.21,42581,37100,5481,12.87,Bank Transfer
ORD-07211,2025-10-09,CUST-0072,New,Wireless Earbuds,Electronics,South South,Online,3,31100,21300,0.1,83970,63900,20070,23.9,USSD
ORD-00173,2025-10-09,CUST-1222,Returning,Electric Kettle,Home Appliances,South West,Physical Store,3,30900,19700,0.11,82503,59100,23403,28.37,Bank Transfer
ORD-01061,2025-10-09,CUST-1612,New,Budget Smartphone,Electronics,South West,Social Media,1,87100,64000,0.19,70551,64000,6551,9.29,Bank Transfer
ORD-04974,2025-10-09,CUST-0987,Returning,Backpack,Fashion,North Central,Physical Store,2,34900,22000,0.17,57934,44000,13934,24.05,Card
ORD-04429,2025-10-09,CUST-0563,Returning,Sneakers,Fashion,South West,Physical Store,3,49800,31000,0.25,112050,93000,19050,17.0,Bank Transfer
ORD-03627,2025-10-09,CUST-0448,New,Power Bank,Electronics,South South,Social Media,1,18500,11400,0.16,15540,11400,4140,26.64,Bank Transfer
ORD-03432,2025-10-09,CUST-1152,Returning,Blender,Home Appliances,South West,Physical Store,2,55200,35800,0.16,92736,71600,21136,22.79,Card
ORD-01058,2025-10-09,CUST-1337,Returning,Air Fryer,Home Appliances,South East,Physical Store,3,76700,52700,0.05,218595,158100,60495,27.67,Card
ORD-04504,2025-10-09,CUST-0332,Returning,Budget Smartphone,Electronics,North Central,Physical Store,1,84400,62500,0.14,72584,62500,10084,13.89,Bank Transfer
ORD-00645,2025-10-09,CUST-0092,New,Backpack,Fashion,South West,Online,1,36200,21700,0.31,24978,21700,3278,13.12,USSD
ORD-04306,2025-10-09,CUST-0464,Returning,Power Bank,Electronics,South East,Physical Store,3,17900,11800,0.12,47256,35400,11856,25.09,Bank Transfer
ORD-02922,2025-10-09,CUST-1655,Returning,Sneakers,Fashion,South West,Online,3,45700,30900,0.18,112422,92700,19722,17.54,Card
ORD-05600,2025-10-09,CUST-0377,New,Air Fryer,Home Appliances,South South,Online,1,75900,50700,0.13,66033,50700,15333,23.22,Cash
ORD-05047,2025-10-09,CUST-0383,Returning,Hoodie,Fashion,South West,Online,2,40200,27400,0.26,59496,54800,4696,7.89,Card
ORD-00911,2025-10-09,CUST-1587,Returning,Power Bank,Electronics,South East,Online,2,17700,11600,0.34,23364,23200,164,0.7,Card
ORD-03157,2025-10-09,CUST-1574,New,Rice Cooker,Home Appliances,North Central,Online,3,52000,34400,0.21,123240,103200,20040,16.26,Cash
ORD-04298,2025-10-09,CUST-0965,New,Air Fryer,Home Appliances,North West,Online,4,77600,54000,0.35,201760,216000,-14240,-7.06,Bank Transfer
ORD-00864,2025-10-09,CUST-1567,New,Wireless Earbuds,Electronics,South West,Online,2,31900,21100,0.28,45936,42200,3736,8.13,Cash
ORD-01691,2025-10-09,CUST-1145,Returning,Backpack,Fashion,South South,Physical Store,1,36100,21500,0.17,29963,21500,8463,28.24,Cash
ORD-03226,2025-10-09,CUST-0863,Returning,Blender,Home Appliances,South South,Physical Store,3,55800,37400,0.08,154008,112200,41808,27.15,Bank Transfer
ORD-05497,2025-10-09,CUST-0657,Returning,Premium Smartphone,Electronics,South West,Online,1,185300,139900,0.13,161211,139900,21311,13.22,Bank Transfer
ORD-00370,2025-10-09,CUST-0453,New,Power Bank,Electronics,South West,Online,3,18500,11300,0.24,42180,33900,8280,19.63,Bank Transfer
ORD-02995,2025-10-09,CUST-0730,Returning,Power Bank,Electronics,South South,Online,2,17800,11500,0.23,27412,23000,4412,16.1,Cash
ORD-03847,2025-10-09,CUST-0719,New,Fitness Band,Wearables,South West,Physical Store,1,38000,24300,0.19,30780,24300,6480,21.05,Bank Transfer
ORD-07267,2025-10-10,CUST-1348,New,Sneakers,Fashion,South West,Physical Store,3,46800,29900,0.11,124956,89700,35256,28.21,Bank Transfer
ORD-01558,2025-10-10,CUST-0461,New,Bluetooth Speaker,Electronics,South West,Social Media,3,44700,29600,0.29,95211,88800,6411,6.73,Bank Transfer
ORD-00734,2025-10-10,CUST-0559,Returning,Fitness Band,Wearables,South South,Online,1,38500,24500,0.26,28490,24500,3990,14.0,Bank Transfer
ORD-06159,2025-10-10,CUST-1643,New,Air Fryer,Home Appliances,South West,Social Media,1,78300,54500,0.22,61074,54500,6574,10.76,Bank Transfer
ORD-05005,2025-10-10,CUST-0974,Returning,Sneakers,Fashion,South South,Online,3,46600,30700,0.11,124422,92100,32322,25.98,Cash
ORD-01278,2025-10-10,CUST-0915,New,Fitness Band,Wearables,South West,Online,3,37800,24200,0.15,96390,72600,23790,24.68,Cash
ORD-01339,2025-10-10,CUST-0471,New,Rice Cooker,Home Appliances,North West,Physical Store,1,50300,34800,0.13,43761,34800,8961,20.48,Bank Transfer
ORD-02320,2025-10-10,CUST-0783,Returning,Power Bank,Electronics,South South,Social Media,1,17800,11200,0.23,13706,11200,2506,18.28,Cash
ORD-06012,2025-10-10,CUST-1301,Returning,Power Bank,Electronics,South South,Online,3,17600,11900,0.2,42240,35700,6540,15.48,Cash
ORD-02662,2025-10-10,CUST-0792,Returning,Hoodie,Fashion,North Central,Online,1,42900,27400,0.26,31746,27400,4346,13.69,Card
ORD-02447,2025-10-10,CUST-1325,New,Hoodie,Fashion,North Central,Online,2,42500,27000,0.18,69700,54000,15700,22.53,Bank Transfer
ORD-05228,2025-10-10,CUST-1668,New,Power Bank,Electronics,North West,Online,2,17600,11800,0.18,28864,23600,5264,18.24,Cash
ORD-02212,2025-10-10,CUST-0967,New,Wireless Earbuds,Electronics,South South,Physical Store,2,31700,21600,0.11,56426,43200,13226,23.44,Card
ORD-01825,2025-10-10,CUST-1443,New,Standing Fan,Home Appliances,South West,Online,1,66400,46100,0.15,56440,46100,10340,18.32,Bank Transfer
ORD-04276,2025-10-10,CUST-0459,New,Wireless Earbuds,Electronics,South West,Physical Store,2,32100,20700,0.35,41730,41400,330,0.79,Bank Transfer
ORD-00002,2025-10-10,CUST-1141,Returning,Premium Smartphone,Electronics,South West,Physical Store,3,182700,140200,0.15,465885,420600,45285,9.72,Card
ORD-03387,2025-10-10,CUST-0252,Returning,Rice Cooker,Home Appliances,South South,Physical Store,1,53600,34700,0.1,48240,34700,13540,28.07,Bank Transfer
ORD-02575,2025-10-10,CUST-0085,New,Budget Smartphone,Electronics,South East,Online,1,86500,61600,0.13,75255,61600,13655,18.14,USSD
ORD-05495,2025-10-10,CUST-0114,Returning,Rice Cooker,Home Appliances,South West,Online,1,51600,34300,0.25,38700,34300,4400,11.37,Bank Transfer
ORD-03544,2025-10-10,CUST-0107,New,Rice Cooker,Home Appliances,South South,Physical Store,1,50400,34800,0.1,45360,34800,10560,23.28,Bank Transfer
ORD-06698,2025-10-10,CUST-1436,New,Wireless Earbuds,Electronics,South South,Physical Store,2,32600,21200,0.06,61288,42400,18888,30.82,Cash
ORD-03223,2025-10-11,CUST-1226,New,Air Fryer,Home Appliances,South South,Online,2,80200,53600,0.12,141152,107200,33952,24.05,Card
ORD-00815,2025-10-11,CUST-1091,New,Bluetooth Speaker,Electronics,South South,Online,1,43900,29700,0.18,35998,29700,6298,17.5,Cash
ORD-03224,2025-10-11,CUST-0963,New,Backpack,Fashion,North West,Online,3,34100,22000,0.34,67518,66000,1518,2.25,Cash
ORD-01611,2025-10-11,CUST-0468,New,Electric Kettle,Home Appliances,South East,Physical Store,1,30300,19400,0.12,26664,19400,7264,27.24,Cash
ORD-00402,2025-10-11,CUST-1542,Returning,Bluetooth Speaker,Electronics,South West,Physical Store,2,44500,29700,0.08,81880,59400,22480,27.45,Card
ORD-03866,2025-10-11,CUST-0050,Returning,Premium Smartphone,Electronics,North Central,Physical Store,1,201200,141400,0.11,179068,141400,37668,21.04,Card
ORD-03001,2025-10-11,CUST-0369,Returning,Air Fryer,Home Appliances,South South,Physical Store,2,79200,53000,0.14,136224,106000,30224,22.19,Card
ORD-07253,2025-10-11,CUST-1217,New,Electric Kettle,Home Appliances,North Central,Physical Store,2,29700,19700,0.19,48114,39400,8714,18.11,Bank Transfer
ORD-01469,2025-10-11,CUST-1625,Returning,Budget Smartphone,Electronics,South West,Online,2,79400,61200,0.17,131804,122400,9404,7.13,Card
ORD-04915,2025-10-11,CUST-1032,New,Electric Kettle,Home Appliances,South South,Online,1,29700,18800,0.13,25839,18800,7039,27.24,Card
ORD-00836,2025-10-11,CUST-1493,Returning,Rice Cooker,Home Appliances,North Central,Physical Store,3,51300,34400,0.26,113886,103200,10686,9.38,Bank Transfer
ORD-01914,2025-10-11,CUST-0994,New,Standing Fan,Home Appliances,South South,Online,2,67600,46800,0.13,117624,93600,24024,20.42,USSD
ORD-01242,2025-10-11,CUST-1466,New,Electric Kettle,Home Appliances,North Central,Online,1,31400,19600,0.28,22608,19600,3008,13.31,Card
ORD-05904,2025-10-11,CUST-1241,Returning,Wireless Earbuds,Electronics,South East,Online,1,31200,20900,0.11,27768,20900,6868,24.73,Card
ORD-06278,2025-10-11,CUST-1164,Returning,Wireless Earbuds,Electronics,South South,Social Media,3,32400,21200,0.25,72900,63600,9300,12.76,Card
ORD-06321,2025-10-11,CUST-1601,New,Standing Fan,Home Appliances,South West,Online,1,67700,44900,0.21,53483,44900,8583,16.05,Bank Transfer
ORD-00112,2025-10-12,CUST-0058,New,Blender,Home Appliances,South South,Online,1,56200,37700,0.15,47770,37700,10070,21.08,Bank Transfer
ORD-03480,2025-10-12,CUST-0199,Returning,Backpack,Fashion,North West,Physical Store,1,35600,22400,0.17,29548,22400,7148,24.19,Card
ORD-01313,2025-10-12,CUST-0701,New,Premium Smartphone,Electronics,South West,Physical Store,2,186100,140500,0.19,301482,281000,20482,6.79,Bank Transfer
ORD-00602,2025-10-12,CUST-0930,New,Standing Fan,Home Appliances,South South,Online,1,69400,45300,0.27,50662,45300,5362,10.58,Card
ORD-07451,2025-10-12,CUST-1379,Returning,Sneakers,Fashion,North Central,Physical Store,2,46800,30000,0.25,70200,60000,10200,14.53,Cash
ORD-05019,2025-10-12,CUST-1306,New,Backpack,Fashion,South East,Physical Store,2,34300,21800,0.07,63798,43600,20198,31.66,Card
ORD-02449,2025-10-12,CUST-1458,Returning,Blender,Home Appliances,South West,Online,2,53500,36500,0.11,95230,73000,22230,23.34,Card
ORD-00766,2025-10-12,CUST-1326,New,Premium Smartphone,Electronics,South West,Online,2,187300,144200,0.11,333394,288400,44994,13.5,Card
ORD-02603,2025-10-12,CUST-1498,Returning,Electric Kettle,Home Appliances,North Central,Online,1,28400,19900,0.12,24992,19900,5092,20.37,Card
ORD-01498,2025-10-12,CUST-1333,Returning,Hoodie,Fashion,South South,Online,3,42500,27100,0.13,110925,81300,29625,26.71,Card
ORD-07178,2025-10-12,CUST-0155,New,Power Bank,Electronics,North West,Social Media,1,17800,11400,0.21,14062,11400,2662,18.93,Cash
ORD-02858,2025-10-12,CUST-1195,Returning,Bluetooth Speaker,Electronics,South South,Online,1,44000,29700,0.13,38280,29700,8580,22.41,Bank Transfer
ORD-02096,2025-10-12,CUST-0587,Returning,Backpack,Fashion,North West,Physical Store,2,34600,22200,0.24,52592,44400,8192,15.58,Card
ORD-00107,2025-10-12,CUST-0524,Returning,Power Bank,Electronics,North Central,Physical Store,3,18600,11200,0.19,45198,33600,11598,25.66,Cash
ORD-05841,2025-10-12,CUST-0776,Returning,Sneakers,Fashion,North Central,Online,1,45500,30400,0.14,39130,30400,8730,22.31,USSD
ORD-05185,2025-10-12,CUST-0434,New,Premium Smartphone,Electronics,North Central,Online,2,181000,136800,0.12,318560,273600,44960,14.11,Bank Transfer
ORD-00598,2025-10-12,CUST-1731,New,Sneakers,Fashion,North Central,Physical Store,3,48200,30200,0.13,125802,90600,35202,27.98,USSD
ORD-00210,2025-10-12,CUST-0363,New,Air Fryer,Home Appliances,South West,Online,1,76100,54800,0.21,60119,54800,5319,8.85,Cash
ORD-03429,2025-10-12,CUST-1084,New,Wireless Earbuds,Electronics,North West,Online,2,30500,21000,0.09,55510,42000,13510,24.34,Cash
ORD-01731,2025-10-12,CUST-0737,New,Smart Watch,Wearables,South South,Online,2,62800,39100,0.14,108016,78200,29816,27.6,Card
ORD-00050,2025-10-12,CUST-0501,New,Backpack,Fashion,South West,Physical Store,3,35100,22400,0.2,84240,67200,17040,20.23,Card
ORD-01441,2025-10-12,CUST-1797,New,Rice Cooker,Home Appliances,South East,Online,2,52500,34600,0.22,81900,69200,12700,15.51,Card
ORD-02988,2025-10-13,CUST-0722,New,Wireless Earbuds,Electronics,South East,Physical Store,2,32700,21000,0.22,51012,42000,9012,17.67,Cash
ORD-01212,2025-10-13,CUST-1753,New,Smart Watch,Wearables,South South,Online,3,61900,39200,0.26,137418,117600,19818,14.42,Card
ORD-04953,2025-10-13,CUST-0370,Returning,Sneakers,Fashion,South South,Online,2,49600,30200,0.1,89280,60400,28880,32.35,USSD
ORD-06317,2025-10-13,CUST-0184,New,Blender,Home Appliances,South West,Online,1,53400,36400,0.13,46458,36400,10058,21.65,Bank Transfer
ORD-00806,2025-10-13,CUST-0407,New,Budget Smartphone,Electronics,North Central,Physical Store,1,83700,63000,0.18,68634,63000,5634,8.21,Card
ORD-05492,2025-10-13,CUST-0690,New,Wireless Earbuds,Electronics,South West,Physical Store,2,33100,21300,0.12,58256,42600,15656,26.87,USSD
ORD-05074,2025-10-13,CUST-0372,New,Power Bank,Electronics,North Central,Physical Store,3,18600,11500,0.08,51336,34500,16836,32.8,USSD
ORD-00690,2025-10-13,CUST-0537,New,Bluetooth Speaker,Electronics,South West,Physical Store,1,45800,28700,0.22,35724,28700,7024,19.66,Cash
ORD-06108,2025-10-13,CUST-0568,New,Rice Cooker,Home Appliances,South East,Physical Store,1,49600,35700,0.32,33728,35700,-1972,-5.85,Bank Transfer
ORD-03326,2025-10-13,CUST-1769,Returning,Fitness Band,Wearables,South West,Online,1,38600,24500,0.13,33582,24500,9082,27.04,USSD
ORD-03074,2025-10-13,CUST-0853,New,Bluetooth Speaker,Electronics,South South,Online,1,44600,28900,0.23,34342,28900,5442,15.85,Card
ORD-03565,2025-10-13,CUST-1420,Returning,Budget Smartphone,Electronics,South West,Online,1,83300,61200,0.1,74970,61200,13770,18.37,Card
ORD-01726,2025-10-13,CUST-1237,Returning,Blender,Home Appliances,South South,Online,3,55900,35400,0.1,150930,106200,44730,29.64,Bank Transfer
ORD-04225,2025-10-13,CUST-0261,Returning,Power Bank,Electronics,North Central,Physical Store,1,18200,11700,0.15,15470,11700,3770,24.37,Cash
ORD-06912,2025-10-13,CUST-1416,Returning,Wireless Earbuds,Electronics,South East,Physical Store,1,31900,20400,0.09,29029,20400,8629,29.73,Bank Transfer
ORD-03350,2025-10-13,CUST-1769,New,Blender,Home Appliances,South South,Physical Store,1,53800,36400,0.16,45192,36400,8792,19.45,Bank Transfer
ORD-00278,2025-10-13,CUST-0236,New,Blender,Home Appliances,South East,Physical Store,1,56100,37000,0.07,52173,37000,15173,29.08,Bank Transfer
ORD-04072,2025-10-13,CUST-0315,Returning,Air Fryer,Home Appliances,South East,Physical Store,1,74700,51800,0.2,59760,51800,7960,13.32,Cash
ORD-00025,2025-10-13,CUST-1661,Returning,Sneakers,Fashion,North Central,Online,1,48800,30600,0.06,45872,30600,15272,33.29,Cash
ORD-06168,2025-10-13,CUST-1406,New,Backpack,Fashion,South West,Physical Store,3,35300,21700,0.22,82602,65100,17502,21.19,Cash
ORD-05371,2025-10-14,CUST-0649,New,Wireless Earbuds,Electronics,South East,Physical Store,2,30900,21100,0.26,45732,42200,3532,7.72,Card
ORD-00725,2025-10-14,CUST-0318,New,Wireless Earbuds,Electronics,South West,Online,2,31500,20700,0.18,51660,41400,10260,19.86,Card
ORD-00160,2025-10-14,CUST-0017,Returning,Electric Kettle,Home Appliances,North Central,Online,3,29700,19700,0.33,59697,59100,597,1.0,Bank Transfer
ORD-00476,2025-10-14,CUST-1180,Returning,Bluetooth Speaker,Electronics,North Central,Online,1,44800,30800,0.34,29568,30800,-1232,-4.17,Card
ORD-07133,2025-10-14,CUST-1042,New,Budget Smartphone,Electronics,North Central,Online,4,85800,59100,0.09,312312,236400,75912,24.31,Card
ORD-00955,2025-10-14,CUST-1069,New,Sneakers,Fashion,South South,Physical Store,3,46700,30500,0.14,120486,91500,28986,24.06,USSD
ORD-00918,2025-10-14,CUST-0674,New,Blender,Home Appliances,South West,Social Media,1,54800,36800,0.05,52060,36800,15260,29.31,Cash
ORD-00016,2025-10-14,CUST-1784,Returning,Sneakers,Fashion,North Central,Online,2,49400,30500,0.25,74100,61000,13100,17.68,USSD
ORD-01416,2025-10-14,CUST-0416,Returning,Blender,Home Appliances,North Central,Online,1,55400,35400,0.25,41550,35400,6150,14.8,USSD
